member_id,legacy_member_id,migration_batch_id,migration_date,migration_status,migration_flag,migration_source_system
MBR_03780,LEG_003780,BATCH_4,2023-01-27,Reprocessed,N,legacy_A
MBR_03781,LEG_003781,BATCH_1,2024-07-06,Reprocessed,Y,legacy_A
MBR_03782,LEG_003782,BATCH_2,2025-03-25,Completed,Y,legacy_A
MBR_03783,LEG_003783,BATCH_3,2023-06-30,Failed,Y,legacy_A
MBR_03784,LEG_003784,BATCH_3,2023-02-09,Failed,N,legacy_A
MBR_03785,LEG_003785,BATCH_3,2025-01-08,Completed,Y,legacy_A
MBR_03786,LEG_003786,BATCH_1,2023-06-30,Failed,Y,legacy_A
MBR_03787,LEG_003787,BATCH_1,2025-11-13,Reprocessed,Y,legacy_A
MBR_03788,LEG_003788,BATCH_2,2023-02-11,Completed,Y,legacy_A
MBR_03789,LEG_003789,BATCH_2,2024-02-20,Completed,Y,legacy_A
MBR_03790,LEG_003790,BATCH_5,2024-06-24,Failed,N,legacy_A
MBR_03791,LEG_003791,BATCH_5,2023-04-08,Reprocessed,N,legacy_A
MBR_03792,LEG_003792,BATCH_2,2024-12-15,Completed,Y,legacy_A
MBR_03793,LEG_003793,BATCH_1,2023-09-12,Reprocessed,Y,legacy_A
MBR_03794,LEG_003794,BATCH_3,2023-04-03,Completed,Y,legacy_B
MBR_03795,LEG_003795,BATCH_5,2025-04-16,Failed,N,legacy_A
MBR_03796,LEG_003796,BATCH_2,2024-11-02,Reprocessed,Y,legacy_A
MBR_03797,LEG_003797,BATCH_4,2025-04-12,Reprocessed,Y,legacy_B
MBR_03798,LEG_003798,BATCH_2,2025-11-04,Failed,Y,legacy_B
MBR_03799,LEG_003799,BATCH_5,2023-05-18,Failed,N,legacy_A
MBR_03800,LEG_003800,BATCH_4,2024-06-19,Completed,N,legacy_A
MBR_03801,LEG_003801,BATCH_1,2025-03-15,Failed,Y,legacy_A
MBR_03802,LEG_003802,BATCH_2,2025-02-11,Failed,Y,legacy_A
MBR_03803,LEG_003803,BATCH_1,2025-03-14,Reprocessed,N,legacy_A
MBR_03804,LEG_003804,BATCH_1,2023-12-08,Completed,Y,legacy_A
MBR_03805,LEG_003805,BATCH_2,2025-03-08,Reprocessed,N,legacy_A
MBR_03806,LEG_003806,BATCH_5,2023-03-03,Reprocessed,Y,legacy_B
MBR_03807,LEG_003807,BATCH_4,2023-03-11,Completed,Y,legacy_A
MBR_03808,LEG_003808,BATCH_2,2023-09-28,Failed,Y,legacy_A
MBR_03809,LEG_003809,BATCH_4,2023-09-10,Reprocessed,Y,legacy_A
MBR_03810,LEG_003810,BATCH_3,2025-07-13,Completed,N,legacy_A
MBR_03811,LEG_003811,BATCH_5,2024-01-24,Reprocessed,N,legacy_B
MBR_03812,LEG_003812,BATCH_3,2023-06-19,Reprocessed,Y,legacy_A
MBR_03813,LEG_003813,BATCH_5,2024-11-02,Failed,N,legacy_A
MBR_03814,LEG_003814,BATCH_3,2024-05-21,Reprocessed,N,legacy_A
MBR_03815,LEG_003815,BATCH_2,2025-12-06,Reprocessed,N,legacy_A
MBR_03816,LEG_003816,BATCH_4,2025-03-22,Completed,N,legacy_A
MBR_03817,LEG_003817,BATCH_3,2025-08-06,Reprocessed,N,legacy_A
MBR_03818,LEG_003818,BATCH_2,2023-11-24,Completed,Y,legacy_A
MBR_03819,LEG_003819,BATCH_2,2025-06-20,Failed,N,legacy_A
MBR_03820,LEG_003820,BATCH_4,2023-01-20,Completed,N,legacy_A
MBR_03821,LEG_003821,BATCH_1,2023-12-24,Completed,Y,legacy_B
MBR_03822,LEG_003822,BATCH_2,2024-08-11,Completed,Y,legacy_A
MBR_03823,LEG_003823,BATCH_5,2025-07-11,Failed,Y,legacy_B
MBR_03824,LEG_003824,BATCH_5,2023-08-17,Failed,N,legacy_A
MBR_03825,LEG_003825,BATCH_3,2023-09-30,Failed,Y,legacy_A
MBR_03826,LEG_003826,BATCH_2,2025-02-22,Failed,N,legacy_B
MBR_03827,LEG_003827,BATCH_4,2024-11-21,Reprocessed,N,legacy_B
MBR_03828,LEG_003828,BATCH_3,2025-09-07,Reprocessed,N,legacy_A
MBR_03829,LEG_003829,BATCH_2,2023-10-16,Completed,N,legacy_A
MBR_03830,LEG_003830,BATCH_2,2025-12-12,Completed,N,legacy_A
MBR_03831,LEG_003831,BATCH_1,2025-05-20,Completed,Y,legacy_A
MBR_03832,LEG_003832,BATCH_3,2023-08-20,Completed,Y,legacy_A
MBR_03833,LEG_003833,BATCH_3,2023-10-15,Completed,Y,legacy_B
MBR_03834,LEG_003834,BATCH_5,2025-01-06,Reprocessed,Y,legacy_A
MBR_03835,LEG_003835,BATCH_4,2024-05-18,Failed,N,legacy_A
MBR_03836,LEG_003836,BATCH_3,2025-06-14,Reprocessed,N,legacy_A
MBR_03837,LEG_003837,BATCH_4,2023-11-19,Failed,N,legacy_A
MBR_03838,LEG_003838,BATCH_4,2024-06-22,Reprocessed,N,legacy_A
MBR_03839,LEG_003839,BATCH_1,2025-08-15,Failed,N,legacy_A
MBR_03840,LEG_003840,BATCH_5,2023-06-07,Failed,Y,legacy_A
MBR_03841,LEG_003841,BATCH_3,2025-05-27,Completed,Y,legacy_A
MBR_03842,LEG_003842,BATCH_5,2025-02-17,Failed,Y,legacy_B
MBR_03843,LEG_003843,BATCH_3,2024-06-11,Reprocessed,Y,legacy_A
MBR_03844,LEG_003844,BATCH_2,2024-10-17,Completed,N,legacy_A
MBR_03845,LEG_003845,BATCH_1,2023-04-20,Completed,Y,legacy_B
MBR_03846,LEG_003846,BATCH_2,2025-05-28,Completed,N,legacy_A
MBR_03847,LEG_003847,BATCH_4,2025-02-17,Failed,N,legacy_B
MBR_03848,LEG_003848,BATCH_5,2024-11-27,Failed,N,legacy_A
MBR_03849,LEG_003849,BATCH_1,2023-10-01,Completed,Y,legacy_B
MBR_03850,LEG_003850,BATCH_2,2025-08-01,Reprocessed,Y,legacy_B
MBR_03851,LEG_003851,BATCH_1,2023-11-20,Completed,Y,legacy_A
MBR_03852,LEG_003852,BATCH_5,2025-03-06,Completed,N,legacy_A
MBR_03853,LEG_003853,BATCH_3,2024-05-10,Completed,Y,legacy_B
MBR_03854,LEG_003854,BATCH_1,2024-05-20,Reprocessed,Y,legacy_A
MBR_03855,LEG_003855,BATCH_5,2024-03-10,Failed,N,legacy_B
MBR_03856,LEG_003856,BATCH_2,2024-12-06,Completed,Y,legacy_B
MBR_03857,LEG_003857,BATCH_5,2023-03-06,Failed,N,legacy_B
MBR_03858,LEG_003858,BATCH_5,2024-06-14,Completed,N,legacy_B
MBR_03859,LEG_003859,BATCH_5,2023-01-27,Completed,Y,legacy_A
MBR_03860,LEG_003860,BATCH_3,2024-06-22,Reprocessed,Y,legacy_A
MBR_03861,LEG_003861,BATCH_2,2025-01-28,Completed,N,legacy_B
MBR_03862,LEG_003862,BATCH_4,2023-09-24,Reprocessed,N,legacy_B
MBR_03863,LEG_003863,BATCH_5,2025-05-24,Reprocessed,Y,legacy_B
MBR_03864,LEG_003864,BATCH_4,2025-05-21,Failed,N,legacy_A
MBR_03865,LEG_003865,BATCH_3,2025-06-17,Reprocessed,Y,legacy_A
MBR_03866,LEG_003866,BATCH_5,2023-10-15,Failed,N,legacy_B
MBR_03867,LEG_003867,BATCH_5,2024-05-18,Failed,Y,legacy_A
MBR_03868,LEG_003868,BATCH_1,2025-04-06,Completed,Y,legacy_A
MBR_03869,LEG_003869,BATCH_5,2024-08-16,Reprocessed,Y,legacy_A
MBR_03870,LEG_003870,BATCH_3,2023-12-16,Failed,Y,legacy_A
MBR_03871,LEG_003871,BATCH_4,2025-05-24,Reprocessed,Y,legacy_A
MBR_03872,LEG_003872,BATCH_1,2023-08-21,Reprocessed,N,legacy_A
MBR_03873,LEG_003873,BATCH_1,2024-06-01,Reprocessed,Y,legacy_A
MBR_03874,LEG_003874,BATCH_3,2023-07-30,Completed,N,legacy_A
MBR_03875,LEG_003875,BATCH_4,2023-03-11,Failed,Y,legacy_A
MBR_03876,LEG_003876,BATCH_3,2023-08-15,Reprocessed,N,legacy_A
MBR_03877,LEG_003877,BATCH_1,2023-12-22,Reprocessed,N,legacy_A
MBR_03878,LEG_003878,BATCH_5,2025-02-28,Reprocessed,Y,legacy_A
MBR_03879,LEG_003879,BATCH_4,2023-11-07,Completed,Y,legacy_A
MBR_03880,LEG_003880,BATCH_1,2024-05-15,Completed,N,legacy_A
MBR_03881,LEG_003881,BATCH_1,2025-07-24,Reprocessed,N,legacy_B
MBR_03882,LEG_003882,BATCH_5,2023-10-07,Completed,N,legacy_B
MBR_03883,LEG_003883,BATCH_3,2023-12-03,Completed,Y,legacy_A
MBR_03884,LEG_003884,BATCH_1,2023-11-27,Failed,N,legacy_A
MBR_03885,LEG_003885,BATCH_3,2023-07-02,Completed,Y,legacy_B
MBR_03886,LEG_003886,BATCH_1,2024-11-14,Failed,N,legacy_A
MBR_03887,LEG_003887,BATCH_5,2024-12-14,Failed,N,legacy_A
MBR_03888,LEG_003888,BATCH_4,2023-08-12,Reprocessed,N,legacy_A
MBR_03889,LEG_003889,BATCH_4,2023-05-01,Reprocessed,N,legacy_A
MBR_03890,LEG_003890,BATCH_3,2024-04-09,Reprocessed,N,legacy_A
MBR_03891,LEG_003891,BATCH_1,2025-01-19,Reprocessed,Y,legacy_A
MBR_03892,LEG_003892,BATCH_3,2024-02-25,Completed,Y,legacy_A
MBR_03893,LEG_003893,BATCH_4,2025-11-04,Completed,N,legacy_A
MBR_03894,LEG_003894,BATCH_5,2024-01-07,Completed,N,legacy_A
MBR_03895,LEG_003895,BATCH_3,2025-10-11,Failed,Y,legacy_A
MBR_03896,LEG_003896,BATCH_4,2023-01-20,Reprocessed,N,legacy_A
MBR_03897,LEG_003897,BATCH_1,2023-07-31,Reprocessed,Y,legacy_A
MBR_03898,LEG_003898,BATCH_1,2024-04-29,Failed,Y,legacy_B
MBR_03899,LEG_003899,BATCH_4,2023-07-21,Failed,Y,legacy_A
MBR_03900,LEG_003900,BATCH_5,2023-07-27,Reprocessed,Y,legacy_A
MBR_03901,LEG_003901,BATCH_1,2025-06-06,Completed,N,legacy_A
MBR_03902,LEG_003902,BATCH_5,2024-11-16,Completed,N,legacy_A
MBR_03903,LEG_003903,BATCH_1,2025-07-15,Failed,N,legacy_A
MBR_03904,LEG_003904,BATCH_4,2025-07-02,Failed,N,legacy_B
MBR_03905,LEG_003905,BATCH_2,2024-11-14,Completed,Y,legacy_B
MBR_03906,LEG_003906,BATCH_4,2023-03-06,Failed,N,legacy_A
MBR_03907,LEG_003907,BATCH_2,2024-09-07,Completed,Y,legacy_A
MBR_03908,LEG_003908,BATCH_3,2024-08-03,Failed,N,legacy_A
MBR_03909,LEG_003909,BATCH_3,2024-09-29,Reprocessed,Y,legacy_A
MBR_03910,LEG_003910,BATCH_5,2024-03-14,Failed,Y,legacy_B
MBR_03911,LEG_003911,BATCH_1,2023-11-01,Failed,Y,legacy_A
MBR_03912,LEG_003912,BATCH_5,2025-03-16,Completed,Y,legacy_B
MBR_03913,LEG_003913,BATCH_3,2025-04-01,Failed,Y,legacy_A
MBR_03914,LEG_003914,BATCH_2,2024-09-03,Completed,Y,legacy_A
MBR_03915,LEG_003915,BATCH_2,2023-11-29,Reprocessed,N,legacy_B
MBR_03916,LEG_003916,BATCH_3,2024-04-08,Failed,N,legacy_A
MBR_03917,LEG_003917,BATCH_4,2024-05-02,Failed,Y,legacy_B
MBR_03918,LEG_003918,BATCH_5,2025-09-24,Reprocessed,Y,legacy_A
MBR_03919,LEG_003919,BATCH_4,2024-06-13,Completed,N,legacy_B
MBR_03920,LEG_003920,BATCH_1,2025-04-08,Failed,N,legacy_B
MBR_03921,LEG_003921,BATCH_5,2023-01-24,Failed,N,legacy_A
MBR_03922,LEG_003922,BATCH_1,2025-04-26,Completed,N,legacy_A
MBR_03923,LEG_003923,BATCH_5,2024-11-19,Failed,N,legacy_B
MBR_03924,LEG_003924,BATCH_1,2023-05-29,Failed,N,legacy_A
MBR_03925,LEG_003925,BATCH_1,2023-05-18,Completed,N,legacy_A
MBR_03926,LEG_003926,BATCH_5,2023-06-11,Failed,N,legacy_A
MBR_03927,LEG_003927,BATCH_5,2024-11-12,Completed,N,legacy_A
MBR_03928,LEG_003928,BATCH_3,2024-08-20,Reprocessed,Y,legacy_A
MBR_03929,LEG_003929,BATCH_3,2025-11-10,Failed,N,legacy_A
MBR_03930,LEG_003930,BATCH_4,2025-11-30,Failed,Y,legacy_B
MBR_03931,LEG_003931,BATCH_4,2023-04-15,Completed,Y,legacy_B
MBR_03932,LEG_003932,BATCH_4,2025-11-27,Reprocessed,Y,legacy_A
MBR_03933,LEG_003933,BATCH_2,2024-04-18,Failed,Y,legacy_A
MBR_03934,LEG_003934,BATCH_4,2025-03-10,Completed,N,legacy_B
MBR_03935,LEG_003935,BATCH_2,2023-10-20,Failed,N,legacy_A
MBR_03936,LEG_003936,BATCH_5,2025-07-11,Completed,Y,legacy_A
MBR_03937,LEG_003937,BATCH_5,2025-01-28,Reprocessed,N,legacy_B
MBR_03938,LEG_003938,BATCH_4,2023-04-21,Failed,Y,legacy_A
MBR_03939,LEG_003939,BATCH_1,2025-01-08,Reprocessed,N,legacy_B
MBR_03940,LEG_003940,BATCH_4,2024-10-14,Failed,N,legacy_A
MBR_03941,LEG_003941,BATCH_4,2025-12-09,Reprocessed,N,legacy_B
MBR_03942,LEG_003942,BATCH_2,2024-01-10,Failed,Y,legacy_B
MBR_03943,LEG_003943,BATCH_2,2023-12-18,Completed,N,legacy_A
MBR_03944,LEG_003944,BATCH_5,2024-11-29,Failed,N,legacy_A
MBR_03945,LEG_003945,BATCH_5,2025-10-14,Reprocessed,N,legacy_B
MBR_03946,LEG_003946,BATCH_4,2024-11-08,Failed,Y,legacy_A
MBR_03947,LEG_003947,BATCH_2,2024-01-24,Reprocessed,N,legacy_A
MBR_03948,LEG_003948,BATCH_4,2025-10-27,Failed,Y,legacy_B
MBR_03949,LEG_003949,BATCH_2,2025-02-04,Completed,Y,legacy_A
MBR_03950,LEG_003950,BATCH_3,2025-01-27,Completed,N,legacy_A
MBR_03951,LEG_003951,BATCH_2,2023-02-15,Completed,Y,legacy_B
MBR_03952,LEG_003952,BATCH_2,2023-11-12,Failed,N,legacy_A
MBR_03953,LEG_003953,BATCH_2,2023-11-14,Failed,Y,legacy_A
MBR_03954,LEG_003954,BATCH_4,2023-01-26,Reprocessed,N,legacy_A
MBR_03955,LEG_003955,BATCH_4,2023-09-15,Reprocessed,Y,legacy_B
MBR_03956,LEG_003956,BATCH_5,2024-04-09,Failed,Y,legacy_A
MBR_03957,LEG_003957,BATCH_1,2025-09-20,Reprocessed,Y,legacy_A
MBR_03958,LEG_003958,BATCH_3,2025-10-10,Reprocessed,Y,legacy_A
MBR_03959,LEG_003959,BATCH_2,2023-05-01,Failed,Y,legacy_B
MBR_03960,LEG_003960,BATCH_1,2025-05-28,Completed,Y,legacy_A
MBR_03961,LEG_003961,BATCH_1,2024-07-10,Completed,N,legacy_A
MBR_03962,LEG_003962,BATCH_5,2023-09-27,Completed,Y,legacy_A
MBR_03963,LEG_003963,BATCH_3,2025-04-09,Completed,Y,legacy_B
MBR_03964,LEG_003964,BATCH_5,2023-05-02,Completed,N,legacy_A
MBR_03965,LEG_003965,BATCH_4,2023-11-29,Completed,Y,legacy_B
MBR_03966,LEG_003966,BATCH_2,2025-06-07,Reprocessed,N,legacy_A
MBR_03967,LEG_003967,BATCH_3,2023-05-28,Completed,N,legacy_A
MBR_03968,LEG_003968,BATCH_2,2025-02-19,Failed,N,legacy_A
MBR_03969,LEG_003969,BATCH_4,2024-03-24,Failed,Y,legacy_B
MBR_03970,LEG_003970,BATCH_4,2025-03-06,Completed,N,legacy_A
MBR_03971,LEG_003971,BATCH_5,2023-01-25,Reprocessed,N,legacy_B
MBR_03972,LEG_003972,BATCH_1,2024-07-25,Reprocessed,Y,legacy_A
MBR_03973,LEG_003973,BATCH_1,2023-05-22,Reprocessed,Y,legacy_A
MBR_03974,LEG_003974,BATCH_1,2025-04-07,Reprocessed,Y,legacy_B
MBR_03975,LEG_003975,BATCH_4,2025-03-18,Failed,Y,legacy_A
MBR_03976,LEG_003976,BATCH_5,2025-06-14,Failed,N,legacy_A
MBR_03977,LEG_003977,BATCH_1,2025-11-04,Failed,Y,legacy_A
MBR_03978,LEG_003978,BATCH_5,2024-12-02,Failed,Y,legacy_A
MBR_03979,LEG_003979,BATCH_1,2024-09-10,Failed,Y,legacy_B
MBR_03980,LEG_003980,BATCH_3,2025-10-24,Failed,N,legacy_B
MBR_03981,LEG_003981,BATCH_5,2023-08-02,Completed,N,legacy_A
MBR_03982,LEG_003982,BATCH_1,2024-05-02,Completed,Y,legacy_B
MBR_03983,LEG_003983,BATCH_3,2025-09-21,Failed,Y,legacy_A
MBR_03984,LEG_003984,BATCH_1,2025-05-08,Failed,N,legacy_A
MBR_03985,LEG_003985,BATCH_2,2024-10-28,Reprocessed,Y,legacy_A
MBR_03986,LEG_003986,BATCH_5,2023-01-11,Failed,N,legacy_A
MBR_03987,LEG_003987,BATCH_3,2025-05-15,Completed,Y,legacy_B
MBR_03988,LEG_003988,BATCH_3,2024-11-25,Completed,N,legacy_B
MBR_03989,LEG_003989,BATCH_2,2025-01-27,Completed,N,legacy_A
MBR_03990,LEG_003990,BATCH_4,2023-06-29,Reprocessed,N,legacy_B
MBR_03991,LEG_003991,BATCH_1,2025-07-01,Completed,Y,legacy_A
MBR_03992,LEG_003992,BATCH_1,2025-11-09,Reprocessed,Y,legacy_A
MBR_03993,LEG_003993,BATCH_5,2024-02-02,Reprocessed,Y,legacy_A
MBR_03994,LEG_003994,BATCH_1,2023-10-16,Failed,Y,legacy_A
MBR_03995,LEG_003995,BATCH_1,2024-09-29,Reprocessed,Y,legacy_A
MBR_03996,LEG_003996,BATCH_5,2025-04-17,Failed,N,legacy_A
MBR_03997,LEG_003997,BATCH_1,2024-10-15,Completed,N,legacy_A
MBR_03998,LEG_003998,BATCH_5,2024-09-15,Reprocessed,N,legacy_A
MBR_03999,LEG_003999,BATCH_2,2024-06-28,Failed,N,legacy_A
MBR_04000,LEG_004000,BATCH_2,2024-07-25,Completed,Y,legacy_B
MBR_04001,LEG_004001,BATCH_2,2025-05-27,Failed,Y,legacy_B
MBR_04002,LEG_004002,BATCH_3,2023-09-27,Reprocessed,Y,legacy_B
MBR_04003,LEG_004003,BATCH_2,2023-04-19,Completed,N,legacy_A
MBR_04004,LEG_004004,BATCH_4,2023-02-01,Completed,Y,legacy_A
MBR_04005,LEG_004005,BATCH_4,2024-09-25,Completed,Y,legacy_A
MBR_04006,LEG_004006,BATCH_5,2024-10-24,Failed,N,legacy_B
MBR_04007,LEG_004007,BATCH_4,2025-04-14,Completed,Y,legacy_A
MBR_04008,LEG_004008,BATCH_1,2024-05-11,Failed,N,legacy_A
MBR_04009,LEG_004009,BATCH_3,2024-05-23,Reprocessed,Y,legacy_A
MBR_04010,LEG_004010,BATCH_4,2025-03-17,Completed,N,legacy_B
MBR_04011,LEG_004011,BATCH_1,2024-11-18,Completed,Y,legacy_A
MBR_04012,LEG_004012,BATCH_4,2025-02-22,Reprocessed,Y,legacy_B
MBR_04013,LEG_004013,BATCH_5,2023-04-18,Completed,Y,legacy_A
MBR_04014,LEG_004014,BATCH_1,2023-12-06,Completed,Y,legacy_B
MBR_04015,LEG_004015,BATCH_4,2025-01-23,Failed,N,legacy_A
MBR_04016,LEG_004016,BATCH_4,2025-01-12,Failed,Y,legacy_A
MBR_04017,LEG_004017,BATCH_4,2025-11-26,Reprocessed,N,legacy_B
MBR_04018,LEG_004018,BATCH_1,2023-06-05,Completed,N,legacy_A
MBR_04019,LEG_004019,BATCH_1,2025-09-11,Failed,N,legacy_A
MBR_04020,LEG_004020,BATCH_3,2025-02-10,Completed,Y,legacy_A
MBR_04021,LEG_004021,BATCH_5,2023-08-06,Completed,Y,legacy_A
MBR_04022,LEG_004022,BATCH_4,2024-01-07,Completed,N,legacy_A
MBR_04023,LEG_004023,BATCH_4,2025-11-01,Failed,N,legacy_B
MBR_04024,LEG_004024,BATCH_5,2023-01-08,Reprocessed,Y,legacy_A
MBR_04025,LEG_004025,BATCH_2,2024-11-05,Completed,N,legacy_A
MBR_04026,LEG_004026,BATCH_3,2024-09-20,Completed,Y,legacy_A
MBR_04027,LEG_004027,BATCH_1,2025-04-10,Failed,Y,legacy_A
MBR_04028,LEG_004028,BATCH_5,2025-07-20,Failed,Y,legacy_A
MBR_04029,LEG_004029,BATCH_5,2023-06-01,Completed,N,legacy_A
MBR_04030,LEG_004030,BATCH_3,2025-08-20,Failed,Y,legacy_A
MBR_04031,LEG_004031,BATCH_3,2024-03-29,Failed,N,legacy_A
MBR_04032,LEG_004032,BATCH_1,2025-05-12,Reprocessed,N,legacy_B
MBR_04033,LEG_004033,BATCH_2,2023-07-27,Failed,N,legacy_A
MBR_04034,LEG_004034,BATCH_3,2025-03-06,Reprocessed,N,legacy_A
MBR_04035,LEG_004035,BATCH_2,2025-07-12,Reprocessed,Y,legacy_A
MBR_04036,LEG_004036,BATCH_4,2024-07-26,Reprocessed,N,legacy_A
MBR_04037,LEG_004037,BATCH_5,2025-10-15,Reprocessed,N,legacy_A
MBR_04038,LEG_004038,BATCH_5,2024-12-07,Completed,N,legacy_A
MBR_04039,LEG_004039,BATCH_1,2023-09-20,Failed,N,legacy_B
MBR_04040,LEG_004040,BATCH_5,2023-02-26,Failed,Y,legacy_A
MBR_04041,LEG_004041,BATCH_5,2023-04-05,Reprocessed,Y,legacy_A
MBR_04042,LEG_004042,BATCH_3,2023-12-29,Reprocessed,Y,legacy_B
MBR_04043,LEG_004043,BATCH_3,2025-12-20,Reprocessed,Y,legacy_B
MBR_04044,LEG_004044,BATCH_1,2023-09-22,Reprocessed,N,legacy_A
MBR_04045,LEG_004045,BATCH_5,2025-05-08,Failed,N,legacy_B
MBR_04046,LEG_004046,BATCH_4,2024-06-22,Failed,Y,legacy_B
MBR_04047,LEG_004047,BATCH_5,2025-11-18,Reprocessed,N,legacy_A
MBR_04048,LEG_004048,BATCH_4,2023-01-21,Completed,N,legacy_A
MBR_04049,LEG_004049,BATCH_2,2025-09-27,Reprocessed,N,legacy_B
MBR_04050,LEG_004050,BATCH_2,2025-12-22,Completed,N,legacy_A
MBR_04051,LEG_004051,BATCH_2,2025-02-22,Completed,Y,legacy_A
MBR_04052,LEG_004052,BATCH_4,2024-07-23,Completed,Y,legacy_A
MBR_04053,LEG_004053,BATCH_4,2025-07-06,Reprocessed,Y,legacy_B
MBR_04054,LEG_004054,BATCH_2,2023-05-04,Failed,N,legacy_A
MBR_04055,LEG_004055,BATCH_1,2025-08-04,Failed,Y,legacy_B
MBR_04056,LEG_004056,BATCH_5,2025-01-28,Failed,Y,legacy_A
MBR_04057,LEG_004057,BATCH_4,2025-05-25,Failed,N,legacy_A
MBR_04058,LEG_004058,BATCH_1,2025-01-21,Failed,N,legacy_A
MBR_04059,LEG_004059,BATCH_4,2024-11-22,Completed,N,legacy_B
MBR_04060,LEG_004060,BATCH_2,2023-01-04,Reprocessed,N,legacy_A
MBR_04061,LEG_004061,BATCH_1,2023-06-10,Failed,Y,legacy_B
MBR_04062,LEG_004062,BATCH_3,2025-03-08,Reprocessed,N,legacy_A
MBR_04063,LEG_004063,BATCH_1,2024-12-09,Reprocessed,N,legacy_B
MBR_04064,LEG_004064,BATCH_3,2024-02-29,Failed,N,legacy_A
MBR_04065,LEG_004065,BATCH_5,2024-01-31,Reprocessed,Y,legacy_A
MBR_04066,LEG_004066,BATCH_3,2023-06-07,Reprocessed,Y,legacy_B
MBR_04067,LEG_004067,BATCH_2,2023-05-14,Reprocessed,Y,legacy_A
MBR_04068,LEG_004068,BATCH_1,2025-11-04,Completed,N,legacy_A
MBR_04069,LEG_004069,BATCH_2,2025-05-25,Completed,N,legacy_B
MBR_04070,LEG_004070,BATCH_1,2024-08-21,Failed,Y,legacy_A
MBR_04071,LEG_004071,BATCH_1,2025-12-20,Completed,Y,legacy_A
MBR_04072,LEG_004072,BATCH_5,2023-09-30,Reprocessed,Y,legacy_B
MBR_04073,LEG_004073,BATCH_3,2023-05-15,Reprocessed,Y,legacy_A
MBR_04074,LEG_004074,BATCH_3,2025-07-28,Completed,Y,legacy_A
MBR_04075,LEG_004075,BATCH_4,2023-12-09,Reprocessed,Y,legacy_A
MBR_04076,LEG_004076,BATCH_1,2023-09-09,Failed,Y,legacy_A
MBR_04077,LEG_004077,BATCH_5,2023-10-13,Reprocessed,Y,legacy_A
MBR_04078,LEG_004078,BATCH_5,2023-09-16,Completed,N,legacy_B
MBR_04079,LEG_004079,BATCH_5,2023-09-23,Failed,N,legacy_A
MBR_04080,LEG_004080,BATCH_2,2024-05-05,Reprocessed,N,legacy_A
MBR_04081,LEG_004081,BATCH_5,2024-10-16,Completed,N,legacy_A
MBR_04082,LEG_004082,BATCH_2,2024-02-04,Completed,N,legacy_A
MBR_04083,LEG_004083,BATCH_1,2025-11-19,Completed,N,legacy_A
MBR_04084,LEG_004084,BATCH_2,2025-07-09,Reprocessed,Y,legacy_A
MBR_04085,LEG_004085,BATCH_5,2025-05-15,Failed,N,legacy_B
MBR_04086,LEG_004086,BATCH_5,2025-09-13,Failed,N,legacy_B
MBR_04087,LEG_004087,BATCH_2,2025-03-24,Completed,Y,legacy_A
MBR_04088,LEG_004088,BATCH_5,2023-01-07,Completed,Y,legacy_B
MBR_04089,LEG_004089,BATCH_4,2024-10-28,Reprocessed,Y,legacy_A
MBR_04090,LEG_004090,BATCH_5,2024-10-01,Completed,N,legacy_A
MBR_04091,LEG_004091,BATCH_2,2023-04-17,Completed,N,legacy_A
MBR_04092,LEG_004092,BATCH_2,2023-02-11,Failed,Y,legacy_A
MBR_04093,LEG_004093,BATCH_1,2023-06-29,Reprocessed,Y,legacy_A
MBR_04094,LEG_004094,BATCH_3,2024-07-23,Failed,Y,legacy_A
MBR_04095,LEG_004095,BATCH_5,2024-08-02,Completed,Y,legacy_A
MBR_04096,LEG_004096,BATCH_1,2025-06-30,Completed,Y,legacy_A
MBR_04097,LEG_004097,BATCH_5,2023-04-30,Failed,N,legacy_A
MBR_04098,LEG_004098,BATCH_2,2025-04-27,Failed,Y,legacy_A
MBR_04099,LEG_004099,BATCH_4,2023-05-13,Completed,Y,legacy_A
MBR_04100,LEG_004100,BATCH_3,2023-12-26,Failed,N,legacy_B
MBR_04101,LEG_004101,BATCH_5,2024-09-01,Failed,N,legacy_B
MBR_04102,LEG_004102,BATCH_4,2025-03-19,Reprocessed,N,legacy_B
MBR_04103,LEG_004103,BATCH_2,2023-12-13,Reprocessed,Y,legacy_A
MBR_04104,LEG_004104,BATCH_3,2023-08-13,Completed,Y,legacy_A
MBR_04105,LEG_004105,BATCH_4,2025-02-22,Failed,N,legacy_B
MBR_04106,LEG_004106,BATCH_4,2023-07-15,Completed,Y,legacy_B
MBR_04107,LEG_004107,BATCH_3,2025-09-29,Failed,N,legacy_A
MBR_04108,LEG_004108,BATCH_3,2025-09-12,Failed,Y,legacy_A
MBR_04109,LEG_004109,BATCH_3,2023-06-07,Completed,Y,legacy_A
MBR_04110,LEG_004110,BATCH_5,2023-10-25,Failed,N,legacy_A
MBR_04111,LEG_004111,BATCH_2,2025-02-23,Failed,N,legacy_A
MBR_04112,LEG_004112,BATCH_2,2023-04-22,Completed,Y,legacy_A
MBR_04113,LEG_004113,BATCH_1,2024-10-15,Reprocessed,Y,legacy_A
MBR_04114,LEG_004114,BATCH_4,2024-09-10,Reprocessed,N,legacy_A
MBR_04115,LEG_004115,BATCH_2,2024-07-03,Failed,N,legacy_A
