violation_id,member_id,violation_type,violation_date,severity_level
VIO_27100,MBR_27100,Fraud,2024-06-29,Medium
VIO_15382,MBR_15382,Fraud,2025-07-19,Low
VIO_48826,MBR_48826,Policy Abuse,2023-07-03,Medium
VIO_17792,MBR_17792,Policy Abuse,2023-09-19,Medium
VIO_7968,MBR_07968,Policy Abuse,2023-04-05,Low
VIO_33624,MBR_33624,Policy Abuse,2024-02-22,Medium
VIO_43072,MBR_43072,Policy Abuse,2023-05-07,High
VIO_7926,MBR_07926,Fraud,2024-05-08,High
VIO_20825,MBR_20825,Policy Abuse,2023-03-25,Medium
VIO_18997,MBR_18997,Fraud,2023-04-21,Medium
VIO_36445,MBR_36445,Policy Abuse,2025-12-29,Low
VIO_23913,MBR_23913,Late Payment,2023-10-10,High
VIO_34204,MBR_34204,Late Payment,2023-07-20,Low
VIO_43718,MBR_43718,Policy Abuse,2024-08-24,High
VIO_13862,MBR_13862,Late Payment,2025-11-05,Low
VIO_7148,MBR_07148,Policy Abuse,2023-02-19,Low
VIO_34196,MBR_34196,Policy Abuse,2024-10-14,Low
VIO_12409,MBR_12409,Fraud,2025-07-13,High
VIO_23304,MBR_23304,Fraud,2025-04-21,Low
VIO_3121,MBR_03121,Late Payment,2025-10-05,High
VIO_7772,MBR_07772,Late Payment,2025-09-14,Low
VIO_41873,MBR_41873,Fraud,2025-07-01,High
VIO_22966,MBR_22966,Policy Abuse,2025-01-03,Medium
VIO_45185,MBR_45185,Fraud,2024-08-19,Medium
VIO_34562,MBR_34562,Late Payment,2025-02-27,High
VIO_30558,MBR_30558,Policy Abuse,2024-04-27,Low
VIO_25356,MBR_25356,Policy Abuse,2025-04-20,Low
VIO_4850,MBR_04850,Late Payment,2024-12-25,Low
VIO_29080,MBR_29080,Late Payment,2023-10-30,High
VIO_2805,MBR_02805,Fraud,2024-04-23,High
VIO_2699,MBR_02699,Fraud,2023-07-05,High
VIO_37249,MBR_37249,Fraud,2023-04-24,Low
VIO_42043,MBR_42043,Late Payment,2024-03-11,Medium
VIO_45467,MBR_45467,Policy Abuse,2025-12-03,High
VIO_44474,MBR_44474,Fraud,2024-12-28,Low
VIO_6160,MBR_06160,Fraud,2023-03-21,Low
VIO_10804,MBR_10804,Fraud,2024-03-18,Medium
VIO_43713,MBR_43713,Policy Abuse,2024-02-26,Low
VIO_45623,MBR_45623,Late Payment,2025-11-05,Low
VIO_37137,MBR_37137,Fraud,2024-12-09,Medium
VIO_31451,MBR_31451,Late Payment,2025-12-10,Low
VIO_13346,MBR_13346,Late Payment,2025-01-18,High
VIO_25211,MBR_25211,Policy Abuse,2023-06-11,High
VIO_8625,MBR_08625,Fraud,2025-01-06,Low
VIO_18282,MBR_18282,Policy Abuse,2024-02-16,Low
VIO_3455,MBR_03455,Late Payment,2024-09-23,Low
VIO_10840,MBR_10840,Fraud,2025-08-16,Low
VIO_37285,MBR_37285,Fraud,2023-06-17,High
VIO_49090,MBR_49090,Late Payment,2023-01-14,Low
VIO_16113,MBR_16113,Late Payment,2025-06-28,High
VIO_27409,MBR_27409,Fraud,2024-01-23,Low
VIO_3014,MBR_03014,Policy Abuse,2023-08-02,Medium
VIO_36693,MBR_36693,Fraud,2023-03-17,High
VIO_33134,MBR_33134,Fraud,2025-07-24,High
VIO_18038,MBR_18038,Policy Abuse,2025-03-16,Low
VIO_36844,MBR_36844,Fraud,2023-05-29,Low
VIO_19032,MBR_19032,Fraud,2023-01-12,High
VIO_18361,MBR_18361,Late Payment,2023-05-24,Medium
VIO_3600,MBR_03600,Fraud,2024-12-05,Medium
VIO_38337,MBR_38337,Late Payment,2025-01-13,Low
VIO_36457,MBR_36457,Fraud,2025-09-25,High
VIO_7038,MBR_07038,Late Payment,2025-10-02,Low
VIO_11816,MBR_11816,Policy Abuse,2023-11-18,Medium
VIO_356,MBR_00356,Late Payment,2025-03-28,High
VIO_25494,MBR_25494,Policy Abuse,2023-08-30,Low
VIO_41003,MBR_41003,Policy Abuse,2025-01-26,Medium
VIO_13513,MBR_13513,Fraud,2025-07-03,Medium
VIO_15601,MBR_15601,Late Payment,2024-07-21,High
VIO_3705,MBR_03705,Late Payment,2024-09-21,Low
VIO_25565,MBR_25565,Policy Abuse,2024-07-24,Low
VIO_36375,MBR_36375,Policy Abuse,2024-11-17,High
VIO_19004,MBR_19004,Fraud,2023-02-12,High
VIO_40659,MBR_40659,Fraud,2024-04-21,High
VIO_38217,MBR_38217,Late Payment,2024-08-09,Low
VIO_15879,MBR_15879,Fraud,2025-10-29,High
VIO_36749,MBR_36749,Late Payment,2025-03-15,Medium
VIO_1754,MBR_01754,Policy Abuse,2024-01-16,Low
VIO_9781,MBR_09781,Fraud,2025-12-15,High
VIO_19746,MBR_19746,Policy Abuse,2023-12-23,High
VIO_19966,MBR_19966,Fraud,2023-01-28,Low
VIO_47013,MBR_47013,Late Payment,2024-05-20,High
VIO_34221,MBR_34221,Policy Abuse,2023-02-21,Low
VIO_282,MBR_00282,Fraud,2025-05-19,Low
VIO_36512,MBR_36512,Late Payment,2025-02-03,Low
VIO_2495,MBR_02495,Late Payment,2024-08-24,High
VIO_239,MBR_00239,Fraud,2024-10-21,Low
VIO_22929,MBR_22929,Policy Abuse,2023-05-02,High
VIO_31960,MBR_31960,Late Payment,2023-04-24,High
VIO_30515,MBR_30515,Fraud,2024-08-30,Low
VIO_28159,MBR_28159,Late Payment,2024-12-17,Medium
VIO_49821,MBR_49821,Policy Abuse,2023-07-20,Medium
VIO_1453,MBR_01453,Policy Abuse,2024-04-23,Low
VIO_17959,MBR_17959,Policy Abuse,2024-07-11,Medium
VIO_21898,MBR_21898,Late Payment,2023-06-22,High
VIO_38699,MBR_38699,Late Payment,2025-07-16,Medium
VIO_29200,MBR_29200,Late Payment,2023-05-13,Medium
VIO_49481,MBR_49481,Fraud,2023-07-09,Medium
VIO_9786,MBR_09786,Fraud,2025-09-10,High
VIO_24928,MBR_24928,Policy Abuse,2024-12-24,Low
VIO_47163,MBR_47163,Late Payment,2025-05-21,Medium
VIO_32885,MBR_32885,Late Payment,2023-08-11,Low
VIO_28769,MBR_28769,Late Payment,2023-03-03,Low
VIO_40743,MBR_40743,Late Payment,2025-02-01,High
VIO_5590,MBR_05590,Policy Abuse,2025-04-04,High
VIO_27883,MBR_27883,Fraud,2025-02-25,High
VIO_1724,MBR_01724,Fraud,2023-10-26,Low
VIO_27512,MBR_27512,Fraud,2024-05-13,Medium
VIO_592,MBR_00592,Policy Abuse,2023-02-11,Low
VIO_45737,MBR_45737,Fraud,2023-08-24,High
VIO_5465,MBR_05465,Fraud,2024-11-13,High
VIO_45662,MBR_45662,Fraud,2024-08-12,High
VIO_47120,MBR_47120,Fraud,2023-03-28,Medium
VIO_29877,MBR_29877,Late Payment,2023-12-22,Medium
VIO_10517,MBR_10517,Fraud,2023-04-09,Low
VIO_29050,MBR_29050,Late Payment,2025-12-22,Medium
VIO_27964,MBR_27964,Late Payment,2025-01-01,Medium
VIO_29088,MBR_29088,Fraud,2025-08-21,Medium
VIO_19210,MBR_19210,Policy Abuse,2025-02-20,Low
VIO_6612,MBR_06612,Late Payment,2024-05-31,High
VIO_33546,MBR_33546,Late Payment,2023-11-03,Low
VIO_11532,MBR_11532,Late Payment,2024-01-14,Low
VIO_37378,MBR_37378,Fraud,2025-09-07,Medium
VIO_8116,MBR_08116,Policy Abuse,2023-10-01,Medium
VIO_32914,MBR_32914,Policy Abuse,2023-12-02,Low
VIO_46550,MBR_46550,Fraud,2023-07-26,Medium
VIO_49861,MBR_49861,Late Payment,2025-05-20,High
VIO_5819,MBR_05819,Late Payment,2023-12-04,High
VIO_10658,MBR_10658,Policy Abuse,2024-08-28,Medium
VIO_29850,MBR_29850,Policy Abuse,2024-05-17,Low
VIO_35715,MBR_35715,Policy Abuse,2025-12-11,Low
VIO_47441,MBR_47441,Fraud,2024-01-08,Low
VIO_48059,MBR_48059,Fraud,2023-09-12,Medium
VIO_9498,MBR_09498,Fraud,2023-06-02,Low
VIO_11973,MBR_11973,Fraud,2025-11-25,High
VIO_12336,MBR_12336,Fraud,2024-05-19,Medium
VIO_20935,MBR_20935,Policy Abuse,2024-09-23,Low
VIO_49441,MBR_49441,Fraud,2023-09-09,Low
VIO_10811,MBR_10811,Policy Abuse,2023-01-14,High
VIO_2667,MBR_02667,Policy Abuse,2023-05-12,Low
VIO_43306,MBR_43306,Fraud,2024-10-13,Low
VIO_46199,MBR_46199,Fraud,2024-09-09,High
VIO_27033,MBR_27033,Policy Abuse,2025-09-11,High
VIO_43566,MBR_43566,Fraud,2025-05-06,Medium
VIO_39358,MBR_39358,Late Payment,2025-08-12,Medium
VIO_1874,MBR_01874,Policy Abuse,2024-08-07,High
VIO_4221,MBR_04221,Policy Abuse,2024-11-30,Medium
VIO_9420,MBR_09420,Policy Abuse,2024-08-08,High
VIO_13385,MBR_13385,Fraud,2023-02-25,Medium
VIO_42689,MBR_42689,Fraud,2024-03-31,Medium
VIO_28689,MBR_28689,Policy Abuse,2024-08-07,Medium
VIO_38024,MBR_38024,Policy Abuse,2024-12-22,Low
VIO_41298,MBR_41298,Fraud,2025-01-29,High
VIO_33734,MBR_33734,Late Payment,2025-12-24,Low
VIO_28975,MBR_28975,Policy Abuse,2024-03-15,Low
VIO_44833,MBR_44833,Policy Abuse,2025-08-01,Low
VIO_11247,MBR_11247,Policy Abuse,2025-06-06,Medium
VIO_6635,MBR_06635,Policy Abuse,2025-06-01,Medium
VIO_48293,MBR_48293,Fraud,2025-11-08,Low
VIO_28678,MBR_28678,Late Payment,2023-01-28,Medium
VIO_37092,MBR_37092,Policy Abuse,2024-06-24,Medium
VIO_1145,MBR_01145,Fraud,2023-08-23,High
VIO_36094,MBR_36094,Late Payment,2023-08-06,Medium
VIO_36792,MBR_36792,Late Payment,2023-02-08,Medium
VIO_26453,MBR_26453,Late Payment,2023-10-20,Medium
VIO_49888,MBR_49888,Fraud,2025-10-22,Low
VIO_38920,MBR_38920,Late Payment,2025-11-30,Medium
VIO_22576,MBR_22576,Late Payment,2024-08-04,Medium
VIO_9123,MBR_09123,Late Payment,2024-02-07,High
VIO_37556,MBR_37556,Late Payment,2024-04-17,High
VIO_31279,MBR_31279,Fraud,2025-06-21,Low
VIO_11046,MBR_11046,Fraud,2023-07-16,Low
VIO_11145,MBR_11145,Fraud,2025-05-05,High
VIO_28034,MBR_28034,Policy Abuse,2025-06-12,High
VIO_37724,MBR_37724,Policy Abuse,2024-02-24,Low
VIO_32732,MBR_32732,Late Payment,2023-01-18,Low
VIO_10149,MBR_10149,Policy Abuse,2024-09-28,Medium
VIO_16757,MBR_16757,Fraud,2023-04-14,Medium
VIO_40252,MBR_40252,Late Payment,2023-11-18,Low
VIO_32315,MBR_32315,Late Payment,2024-03-12,Low
VIO_34533,MBR_34533,Policy Abuse,2023-07-29,High
VIO_3471,MBR_03471,Fraud,2024-07-17,Low
VIO_7487,MBR_07487,Fraud,2025-05-27,High
VIO_11970,MBR_11970,Late Payment,2025-05-03,Low
VIO_16123,MBR_16123,Late Payment,2025-11-20,Medium
VIO_16207,MBR_16207,Fraud,2023-10-19,Low
VIO_35405,MBR_35405,Late Payment,2024-12-20,Medium
VIO_44799,MBR_44799,Policy Abuse,2023-04-23,Medium
VIO_32473,MBR_32473,Fraud,2025-03-06,Low
VIO_36018,MBR_36018,Policy Abuse,2023-03-10,High
VIO_41986,MBR_41986,Fraud,2025-11-09,Low
VIO_47841,MBR_47841,Late Payment,2024-06-14,High
VIO_17552,MBR_17552,Policy Abuse,2023-04-02,High
VIO_22464,MBR_22464,Late Payment,2024-07-14,Medium
VIO_7898,MBR_07898,Policy Abuse,2023-01-17,High
VIO_29321,MBR_29321,Late Payment,2024-12-01,Medium
VIO_12581,MBR_12581,Late Payment,2025-04-29,Low
VIO_22132,MBR_22132,Fraud,2024-01-25,Medium
VIO_20010,MBR_20010,Policy Abuse,2023-09-03,Medium
VIO_48215,MBR_48215,Fraud,2024-07-13,Low
VIO_38841,MBR_38841,Policy Abuse,2024-09-25,Low
VIO_36195,MBR_36195,Fraud,2023-06-11,Low
VIO_21475,MBR_21475,Late Payment,2023-07-18,Low
VIO_47640,MBR_47640,Policy Abuse,2023-04-13,High
VIO_45721,MBR_45721,Late Payment,2024-05-08,High
VIO_8936,MBR_08936,Policy Abuse,2025-06-16,Low
VIO_22842,MBR_22842,Fraud,2024-03-14,Low
VIO_1338,MBR_01338,Late Payment,2025-09-29,Low
VIO_16090,MBR_16090,Policy Abuse,2024-04-09,High
VIO_27262,MBR_27262,Fraud,2024-03-28,Medium
VIO_5689,MBR_05689,Late Payment,2024-10-08,Medium
VIO_13611,MBR_13611,Policy Abuse,2024-10-12,Medium
VIO_14432,MBR_14432,Late Payment,2025-03-09,Low
VIO_47267,MBR_47267,Policy Abuse,2023-11-04,Medium
VIO_46491,MBR_46491,Policy Abuse,2025-03-22,Medium
VIO_38890,MBR_38890,Fraud,2024-01-31,Low
VIO_21449,MBR_21449,Fraud,2025-03-05,Low
VIO_15764,MBR_15764,Fraud,2025-08-06,High
VIO_38565,MBR_38565,Fraud,2025-06-05,High
VIO_11903,MBR_11903,Fraud,2024-05-08,Low
VIO_27417,MBR_27417,Policy Abuse,2023-05-31,Low
VIO_36500,MBR_36500,Policy Abuse,2023-08-10,Low
VIO_26895,MBR_26895,Late Payment,2025-04-01,Low
VIO_28472,MBR_28472,Policy Abuse,2025-04-24,Low
VIO_24369,MBR_24369,Policy Abuse,2024-04-09,Medium
VIO_36717,MBR_36717,Policy Abuse,2025-03-29,Medium
VIO_27091,MBR_27091,Late Payment,2024-10-12,Medium
VIO_35891,MBR_35891,Policy Abuse,2025-11-22,High
VIO_30980,MBR_30980,Fraud,2025-04-03,High
VIO_45642,MBR_45642,Late Payment,2024-03-22,High
VIO_18014,MBR_18014,Policy Abuse,2025-02-25,High
VIO_9949,MBR_09949,Policy Abuse,2025-01-29,High
VIO_36642,MBR_36642,Late Payment,2025-04-08,Low
VIO_49226,MBR_49226,Fraud,2024-03-07,High
VIO_19677,MBR_19677,Policy Abuse,2024-01-11,High
VIO_17247,MBR_17247,Late Payment,2024-08-25,Medium
VIO_8394,MBR_08394,Late Payment,2025-03-05,Low
VIO_30059,MBR_30059,Policy Abuse,2025-02-13,Medium
VIO_7709,MBR_07709,Late Payment,2025-08-09,High
VIO_24302,MBR_24302,Late Payment,2025-11-24,Medium
VIO_49356,MBR_49356,Policy Abuse,2023-09-26,Low
VIO_24889,MBR_24889,Late Payment,2024-10-21,Medium
VIO_23956,MBR_23956,Fraud,2023-12-12,High
VIO_3090,MBR_03090,Policy Abuse,2025-11-04,Medium
VIO_22113,MBR_22113,Policy Abuse,2024-10-10,Low
VIO_34756,MBR_34756,Late Payment,2025-05-01,High
VIO_31473,MBR_31473,Policy Abuse,2023-08-29,High
VIO_30202,MBR_30202,Late Payment,2023-04-15,High
VIO_16551,MBR_16551,Late Payment,2024-04-01,Medium
VIO_11172,MBR_11172,Fraud,2023-10-21,Low
VIO_18194,MBR_18194,Fraud,2023-11-13,Low
VIO_6349,MBR_06349,Policy Abuse,2025-09-28,High
VIO_30186,MBR_30186,Late Payment,2023-07-14,High
VIO_28554,MBR_28554,Late Payment,2023-08-07,Low
VIO_49002,MBR_49002,Fraud,2024-10-05,Medium
VIO_27449,MBR_27449,Policy Abuse,2025-11-03,Low
VIO_48799,MBR_48799,Late Payment,2024-04-07,High
VIO_39815,MBR_39815,Late Payment,2023-11-11,Low
VIO_28789,MBR_28789,Late Payment,2023-10-12,Low
VIO_44497,MBR_44497,Late Payment,2024-09-08,High
VIO_12870,MBR_12870,Fraud,2025-03-31,Medium
VIO_15320,MBR_15320,Fraud,2023-09-30,Low
VIO_42820,MBR_42820,Policy Abuse,2023-09-22,High
VIO_5603,MBR_05603,Fraud,2023-04-05,High
VIO_30709,MBR_30709,Policy Abuse,2024-06-03,High
VIO_45014,MBR_45014,Policy Abuse,2025-09-18,High
VIO_18724,MBR_18724,Fraud,2023-03-03,Low
VIO_33530,MBR_33530,Policy Abuse,2024-06-27,Medium
VIO_12905,MBR_12905,Late Payment,2023-04-07,Low
VIO_6770,MBR_06770,Policy Abuse,2025-06-17,High
VIO_16366,MBR_16366,Fraud,2025-11-21,Medium
VIO_43211,MBR_43211,Fraud,2025-05-17,Medium
VIO_8446,MBR_08446,Policy Abuse,2023-01-04,Medium
VIO_38180,MBR_38180,Fraud,2025-04-12,Medium
VIO_46585,MBR_46585,Fraud,2025-05-20,Medium
VIO_22445,MBR_22445,Fraud,2024-01-29,Low
VIO_16943,MBR_16943,Policy Abuse,2024-10-25,High
VIO_27465,MBR_27465,Fraud,2025-12-16,Low
VIO_18996,MBR_18996,Policy Abuse,2025-10-22,High
VIO_41023,MBR_41023,Fraud,2024-03-12,Medium
VIO_29187,MBR_29187,Fraud,2024-06-10,Medium
VIO_42053,MBR_42053,Policy Abuse,2023-12-08,Medium
VIO_19864,MBR_19864,Late Payment,2024-05-18,High
VIO_15159,MBR_15159,Policy Abuse,2024-09-27,Medium
VIO_49114,MBR_49114,Policy Abuse,2025-05-17,Medium
VIO_44758,MBR_44758,Fraud,2025-09-26,Low
VIO_13726,MBR_13726,Policy Abuse,2025-11-06,High
VIO_39019,MBR_39019,Late Payment,2024-04-24,Medium
VIO_24589,MBR_24589,Fraud,2023-11-22,Medium
VIO_47184,MBR_47184,Policy Abuse,2023-04-29,Medium
VIO_23889,MBR_23889,Fraud,2025-01-28,Low
VIO_32674,MBR_32674,Late Payment,2023-10-05,Low
VIO_7307,MBR_07307,Late Payment,2023-02-01,Medium
VIO_24789,MBR_24789,Late Payment,2023-04-23,High
VIO_35266,MBR_35266,Fraud,2023-09-23,Low
VIO_12716,MBR_12716,Policy Abuse,2023-12-10,High
VIO_27024,MBR_27024,Policy Abuse,2024-05-20,Medium
VIO_29010,MBR_29010,Late Payment,2025-03-24,Medium
VIO_31814,MBR_31814,Late Payment,2025-08-18,Medium
VIO_39701,MBR_39701,Fraud,2024-11-07,High
VIO_32905,MBR_32905,Late Payment,2023-06-14,Medium
VIO_39427,MBR_39427,Policy Abuse,2023-05-12,Medium
VIO_37308,MBR_37308,Late Payment,2025-06-13,Medium
VIO_11373,MBR_11373,Late Payment,2025-10-28,Medium
VIO_566,MBR_00566,Late Payment,2025-05-22,Low
VIO_34246,MBR_34246,Fraud,2023-05-09,High
VIO_11100,MBR_11100,Late Payment,2025-02-18,Medium
VIO_20304,MBR_20304,Policy Abuse,2024-06-29,Low
VIO_8266,MBR_08266,Fraud,2025-08-23,Medium
VIO_7514,MBR_07514,Fraud,2023-03-28,Medium
VIO_29163,MBR_29163,Fraud,2025-10-07,Low
VIO_22573,MBR_22573,Late Payment,2025-01-20,Medium
VIO_28226,MBR_28226,Fraud,2024-10-10,High
VIO_7959,MBR_07959,Fraud,2025-11-12,High
VIO_16073,MBR_16073,Fraud,2023-03-13,High
VIO_35284,MBR_35284,Late Payment,2025-11-26,Medium
VIO_44776,MBR_44776,Policy Abuse,2024-03-26,Medium
VIO_31425,MBR_31425,Late Payment,2025-05-08,Medium
VIO_15198,MBR_15198,Late Payment,2023-08-15,Medium
VIO_32266,MBR_32266,Late Payment,2025-08-30,Medium
VIO_28345,MBR_28345,Late Payment,2023-05-10,High
VIO_17138,MBR_17138,Late Payment,2025-03-16,Low
VIO_39350,MBR_39350,Policy Abuse,2025-10-26,High
VIO_23332,MBR_23332,Fraud,2024-08-10,High
VIO_29290,MBR_29290,Fraud,2025-08-05,Low
VIO_11237,MBR_11237,Late Payment,2025-09-13,Medium
VIO_41153,MBR_41153,Fraud,2024-02-14,Medium
VIO_3462,MBR_03462,Policy Abuse,2025-03-06,High
VIO_41262,MBR_41262,Fraud,2023-12-10,Low
VIO_15723,MBR_15723,Policy Abuse,2023-10-05,Low
VIO_34588,MBR_34588,Policy Abuse,2024-07-14,Low
VIO_42583,MBR_42583,Late Payment,2025-08-02,Medium
VIO_891,MBR_00891,Fraud,2025-11-03,Medium
VIO_25669,MBR_25669,Policy Abuse,2024-10-03,Medium
VIO_49587,MBR_49587,Policy Abuse,2023-08-20,High
VIO_40227,MBR_40227,Policy Abuse,2024-08-11,High
VIO_24382,MBR_24382,Policy Abuse,2023-12-03,High
VIO_29778,MBR_29778,Late Payment,2023-11-13,High
VIO_49080,MBR_49080,Fraud,2024-06-16,High
VIO_39626,MBR_39626,Policy Abuse,2024-04-08,Low
VIO_9412,MBR_09412,Late Payment,2025-01-05,High
VIO_22567,MBR_22567,Fraud,2025-05-14,High
VIO_19395,MBR_19395,Late Payment,2024-02-14,High
VIO_27264,MBR_27264,Policy Abuse,2024-01-22,Medium
VIO_20122,MBR_20122,Late Payment,2024-12-18,Low
VIO_10063,MBR_10063,Policy Abuse,2024-05-03,Low
VIO_7814,MBR_07814,Policy Abuse,2023-04-07,Low
VIO_32567,MBR_32567,Policy Abuse,2024-11-11,High
VIO_32679,MBR_32679,Late Payment,2024-01-11,Medium
VIO_47834,MBR_47834,Policy Abuse,2024-04-18,Medium
VIO_1709,MBR_01709,Late Payment,2023-04-14,Medium
VIO_20793,MBR_20793,Policy Abuse,2023-01-02,Low
VIO_49311,MBR_49311,Fraud,2024-03-23,Medium
VIO_13089,MBR_13089,Policy Abuse,2023-04-24,High
VIO_40321,MBR_40321,Policy Abuse,2023-08-09,Low
VIO_31689,MBR_31689,Late Payment,2025-10-08,Medium
VIO_49692,MBR_49692,Late Payment,2024-10-22,Medium
VIO_8335,MBR_08335,Fraud,2025-10-05,Medium
VIO_24666,MBR_24666,Fraud,2023-04-02,High
VIO_15873,MBR_15873,Fraud,2023-03-04,Medium
VIO_8581,MBR_08581,Fraud,2023-01-11,Medium
VIO_38442,MBR_38442,Late Payment,2025-04-06,Medium
VIO_20725,MBR_20725,Policy Abuse,2024-01-27,Medium
VIO_33564,MBR_33564,Fraud,2023-09-01,Low
VIO_10265,MBR_10265,Fraud,2024-09-16,Low
VIO_15683,MBR_15683,Fraud,2025-07-01,Low
VIO_33536,MBR_33536,Policy Abuse,2024-08-17,Medium
VIO_24078,MBR_24078,Policy Abuse,2024-11-20,High
VIO_7009,MBR_07009,Late Payment,2025-02-22,High
VIO_35043,MBR_35043,Late Payment,2023-11-06,High
VIO_26652,MBR_26652,Policy Abuse,2025-10-31,High
VIO_41183,MBR_41183,Fraud,2023-01-01,Medium
VIO_10631,MBR_10631,Late Payment,2024-06-16,Low
VIO_25679,MBR_25679,Late Payment,2025-01-20,Medium
VIO_18675,MBR_18675,Policy Abuse,2024-08-08,Medium
VIO_16483,MBR_16483,Policy Abuse,2024-09-27,Medium
VIO_44525,MBR_44525,Policy Abuse,2024-03-25,Low
VIO_22054,MBR_22054,Late Payment,2025-06-26,Low
VIO_26808,MBR_26808,Late Payment,2024-06-30,Medium
VIO_9689,MBR_09689,Fraud,2023-09-15,Low
VIO_6430,MBR_06430,Late Payment,2024-07-11,Medium
VIO_13436,MBR_13436,Fraud,2024-05-08,Medium
VIO_49341,MBR_49341,Late Payment,2023-05-25,High
VIO_5955,MBR_05955,Fraud,2025-04-20,Low
VIO_37332,MBR_37332,Fraud,2024-08-25,High
VIO_48843,MBR_48843,Late Payment,2023-02-01,Medium
VIO_20327,MBR_20327,Late Payment,2025-10-25,High
VIO_47284,MBR_47284,Fraud,2023-04-27,Medium
VIO_26838,MBR_26838,Policy Abuse,2025-02-13,Low
VIO_15072,MBR_15072,Policy Abuse,2024-01-11,High
VIO_41537,MBR_41537,Fraud,2025-03-31,Low
VIO_34497,MBR_34497,Late Payment,2025-03-12,Low
VIO_43888,MBR_43888,Policy Abuse,2023-08-01,Low
VIO_26132,MBR_26132,Policy Abuse,2025-06-04,Low
VIO_36027,MBR_36027,Late Payment,2024-01-16,Medium
VIO_23231,MBR_23231,Policy Abuse,2023-08-08,Medium
VIO_36561,MBR_36561,Fraud,2025-09-07,Medium
VIO_41835,MBR_41835,Late Payment,2025-08-10,Medium
VIO_30135,MBR_30135,Late Payment,2024-10-08,Medium
VIO_22139,MBR_22139,Policy Abuse,2023-11-15,Medium
VIO_40348,MBR_40348,Fraud,2023-05-21,High
VIO_18135,MBR_18135,Policy Abuse,2024-03-04,High
VIO_11909,MBR_11909,Fraud,2025-11-30,Medium
VIO_17581,MBR_17581,Late Payment,2025-01-06,High
VIO_28935,MBR_28935,Late Payment,2023-03-06,Low
VIO_23066,MBR_23066,Policy Abuse,2024-07-02,Medium
VIO_31802,MBR_31802,Late Payment,2025-08-26,Medium
VIO_21153,MBR_21153,Late Payment,2024-02-04,Medium
VIO_21714,MBR_21714,Fraud,2023-09-14,Medium
VIO_9416,MBR_09416,Fraud,2023-02-24,Medium
VIO_41781,MBR_41781,Fraud,2024-11-16,Medium
VIO_41740,MBR_41740,Fraud,2025-08-10,Medium
VIO_34252,MBR_34252,Late Payment,2023-09-15,Low
VIO_33890,MBR_33890,Late Payment,2023-12-19,Low
VIO_38956,MBR_38956,Policy Abuse,2025-05-12,Low
VIO_10510,MBR_10510,Late Payment,2023-11-05,Medium
VIO_1633,MBR_01633,Policy Abuse,2025-05-21,Low
VIO_17514,MBR_17514,Late Payment,2025-07-27,Medium
VIO_35898,MBR_35898,Policy Abuse,2025-08-07,Medium
VIO_6512,MBR_06512,Fraud,2023-05-10,High
VIO_44128,MBR_44128,Policy Abuse,2023-05-19,High
VIO_14660,MBR_14660,Late Payment,2024-03-27,Medium
VIO_4861,MBR_04861,Late Payment,2024-01-05,High
VIO_20771,MBR_20771,Late Payment,2024-05-23,High
VIO_25020,MBR_25020,Policy Abuse,2025-11-08,Medium
VIO_21061,MBR_21061,Fraud,2025-01-02,High
VIO_30338,MBR_30338,Policy Abuse,2024-07-27,High
VIO_27886,MBR_27886,Policy Abuse,2025-08-22,Medium
VIO_39868,MBR_39868,Fraud,2024-07-09,Medium
VIO_45677,MBR_45677,Policy Abuse,2025-07-23,High
VIO_26692,MBR_26692,Policy Abuse,2023-10-06,High
VIO_37424,MBR_37424,Late Payment,2025-09-08,High
VIO_15516,MBR_15516,Fraud,2025-09-25,Low
VIO_24613,MBR_24613,Policy Abuse,2025-03-27,Low
VIO_25455,MBR_25455,Policy Abuse,2025-08-12,Low
VIO_42068,MBR_42068,Late Payment,2023-08-09,High
VIO_38036,MBR_38036,Policy Abuse,2023-10-05,Low
VIO_13193,MBR_13193,Policy Abuse,2025-09-18,Low
VIO_5011,MBR_05011,Fraud,2024-04-22,Medium
VIO_4188,MBR_04188,Late Payment,2024-05-09,Low
VIO_16926,MBR_16926,Late Payment,2024-08-02,Medium
VIO_14961,MBR_14961,Fraud,2024-12-27,High
VIO_11815,MBR_11815,Policy Abuse,2023-07-23,Medium
VIO_30845,MBR_30845,Policy Abuse,2023-05-23,High
VIO_41059,MBR_41059,Policy Abuse,2024-01-09,Medium
VIO_10671,MBR_10671,Late Payment,2024-06-13,Medium
VIO_8152,MBR_08152,Late Payment,2025-08-12,Medium
VIO_21938,MBR_21938,Late Payment,2023-08-14,High
VIO_889,MBR_00889,Late Payment,2025-03-29,High
VIO_37328,MBR_37328,Policy Abuse,2024-02-12,Medium
VIO_15181,MBR_15181,Late Payment,2023-05-18,Medium
VIO_30657,MBR_30657,Policy Abuse,2025-01-29,Low
VIO_6010,MBR_06010,Late Payment,2024-01-12,Low
VIO_20182,MBR_20182,Late Payment,2025-08-18,Low
VIO_13354,MBR_13354,Policy Abuse,2024-04-05,Medium
VIO_21683,MBR_21683,Fraud,2025-11-22,Low
VIO_39573,MBR_39573,Late Payment,2023-06-05,Medium
VIO_36379,MBR_36379,Policy Abuse,2024-04-01,Medium
VIO_41756,MBR_41756,Fraud,2025-12-02,High
VIO_16869,MBR_16869,Policy Abuse,2025-01-20,Low
